"x"
"1","carA"
"2","carB"
"3","caiC"
"4","fixB"
"5","apaH"
"6","pdxA"
"7","araC"
"8","ilvI"
"9","ilvH"
"10","cra"
"11","murE"
"12","murD"
"13","murG"
"14","murC"
"15","ddlB"
"16","ftsA"
"17","pdhR"
"18","hemL"
"19","yaiA"
"20","phoB"
"21","nrdR"
"22","hupB"
"23","acrA"
"24","acrR"
"25","htpG"
"26","allS"
"27","allR"
"28","hyi"
"29","glxR"
"30","ybdN"
"31","citX"
"32","citE"
"33","citC"
"34","dpiA"
"35","fldA"
"36","galE"
"37","modC"
"38","uvrB"
"39","moaD"
"40","moaE"
"41","glnQ"
"42","ybjN"
"43","cspD"
"44","lrp"
"45","ompF"
"46","ssuE"
"47","hyaB"
"48","rutR"
"49","putP"
"50","pgaD"
"51","pyrC"
"52","oppA"
"53","oppF"
"54","yciF"
"55","cysB"
"56","acnA"
"57","osmC"
"58","gloA"
"59","cho"
"60","araG"
"61","mglB"
"62","ccmC"
"63","alkB"
"64","ada"
"65","nuoG"
"66","nuoE"
"67","evgA"
"68","cysK"
"69","hyfR"
"70","rseA"
"71","rpoE"
"72","ung"
"73","bamE"
"74","stpA"
"75","nrdH"
"76","hypC"
"77","hypD"
"78","hypE"
"79","cysJ"
"80","ygeH"
"81","gcvH"
"82","speA"
"83","hybG"
"84","hybD"
"85","dnaG"
"86","rpoD"
"87","gltF"
"88","mdh"
"89","accC"
"90","envR"
"91","nirB"
"92","malT"
"93","livF"
"94","nikE"
"95","nikR"
"96","dctR"
"97","xylG"
"98","xylH"
"99","mtlR"
"100","dinD"
"101","recF"
"102","dnaN"
"103","dnaA"
"104","tnaA"
"105","bglG"
"106","mioC"
"107","asnA"
"108","rbsA"
"109","rbsR"
"110","glnA"
"111","cpxA"
"112","tpiA"
"113","uspD"
"114","cytR"
"115","fdhF"
"116","phnG"
"117","mpl"
"118","nrdG"
"119","nrdD"
"120","treC"
"121","fecB"
"122","deoB"
"123","bolA"
"124","ybhF"
"125","hcr"
"126","dmsA"
"127","rcnB"
"128","ccmA"
"129","ascG"
"130","crp"
"131","phnK"
"132","leuB"
"133","ybfE"
"134","allC"
"135","mcbR"
"136","baeR"
"137","yiiS"
"138","leuO"
"139","trpR"
"140","ybhG"
"141","rhaS"
"142","topA"
"143","rbsB"
"144","glnB"
"145","narH"
"146","leuC"
"147","rsmH"
"148","cheW"
"149","ompR"
"150","tsr"
"151","narL"
"152","galR"
"153","mnmG"
"154","dhaK"
"155","napD"
"156","nuoC"
"157","yafQ"
"158","torR"
"159","cysN"
"160","aceK"
"161","hycG"
"162","glcC"
"163","ftsZ"
"164","lpxC"
"165","paaD"
"166","ilvY"
"167","sdiA"
"168","ansB"
"169","rpoS"
"170","sbcD"
"171","paaG"
"172","umuD"
"173","poxB"
"174","glpB"
"175","nfsA"
"176","ydeO"
"177","recX"
"178","glpC"
"179","mglA"
"180","frdB"
"181","sbmC"
"182","fruA"
"183","caiD"
"184","rplM"
"185","nrdF"
"186","malX"
"187","mlrA"
"188","caiF"
"189","rimP"
"190","cusS"
"191","trpB"
"192","ssuB"
"193","hycE"
"194","ftsL"
"195","appY"
"196","cusB"
"197","rpsU"
"198","polB"
"199","dmsB"
"200","dhaM"
"201","phnI"
"202","bglB"
"203","purR"
"204","phnL"
"205","ssuD"
"206","hycF"
"207","msrA"
"208","fixC"
"209","rpsI"
"210","soxS"
"211","accB"
"212","cbpA"
"213","dhaR"
"214","napA"
"215","ssb"
"216","cysD"
"217","yoeB"
